Agent;27,10
Agent;19,40
Agent;44,4
Agent;11,29
Tick;4
Agent;27,10
Agent;19,40
Agent;44,4
Tick;3
Agent;28,11
Agent;19,40
Agent;44,4
Tick;3
Agent;28,11
Agent;19,40
Agent;44,4
Tick;3
Agent;28,11
Agent;19,40
Agent;44,4
Agent;47,18
Tick;4
Agent;0,21
Agent;28,11
Agent;19,40
Agent;44,4
Tick;4
Agent;28,11
Agent;19,40
Agent;44,4
Tick;3
Agent;28,11
Agent;19,40
Agent;44,4
Tick;3
Agent;28,11
Agent;19,40
Agent;44,4
Tick;3
Agent;28,11
Agent;19,40
Agent;44,4
Tick;3
Agent;28,11
Agent;19,40
Agent;44,4
Tick;3
Agent;28,11
Agent;19,40
Agent;44,4
Tick;3
Agent;28,11
Agent;19,40
Agent;44,4
Agent;4,11
Agent;34,25
Tick;5
Agent;28,11
Agent;19,40
Agent;44,4
Agent;34,25
Tick;4
Agent;28,11
Agent;19,40
Agent;44,4
Tick;3
Agent;28,11
Agent;19,40
Agent;44,4
Tick;3
Agent;28,11
Agent;12,32
Agent;19,40
Agent;44,4
Tick;4
Agent;28,11
Agent;19,40
Agent;44,4
Agent;29,32
Tick;4
Agent;28,11
Agent;19,40
Agent;44,4
Tick;3
